Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-12-30 00:00:00+05:30,81.0,81.0,67.66999816894531,70.0199966430664,70.0199966430664,2201,0.0,0.0
2024-12-31 00:00:00+05:30,73.5999984741211,73.80000305175781,66.8499984741211,68.69000244140625,68.69000244140625,2299,0.0,0.0
2025-01-01 00:00:00+05:30,69.0,69.0,67.2699966430664,68.0,68.0,323,0.0,0.0
2025-01-02 00:00:00+05:30,69.88999938964844,70.98999786376953,68.19999694824219,68.3499984741211,68.3499984741211,1514,0.0,0.0
2025-01-03 00:00:00+05:30,68.44999694824219,70.80000305175781,68.4000015258789,69.52999877929688,69.52999877929688,418,0.0,0.0
2025-01-06 00:00:00+05:30,69.55999755859375,69.9000015258789,65.91000366210938,65.93000030517578,65.93000030517578,978,0.0,0.0
2025-01-07 00:00:00+05:30,70.0,70.0,66.55000305175781,66.55000305175781,66.55000305175781,55,0.0,0.0
2025-01-08 00:00:00+05:30,66.55000305175781,70.25,66.55000305175781,69.58999633789062,69.58999633789062,1057,0.0,0.0
2025-01-09 00:00:00+05:30,65.0,69.0,65.0,66.16999816894531,66.16999816894531,1266,0.0,0.0
2025-01-10 00:00:00+05:30,65.5,67.98999786376953,64.5999984741211,64.5999984741211,64.5999984741211,866,0.0,0.0
2025-01-13 00:00:00+05:30,64.5999984741211,66.98999786376953,62.61000061035156,64.62999725341797,64.62999725341797,1285,0.0,0.0
2025-01-14 00:00:00+05:30,64.62999725341797,65.55000305175781,63.0,63.9900016784668,63.9900016784668,751,0.0,0.0
2025-01-15 00:00:00+05:30,63.68000030517578,65.0,63.68000030517578,63.91999816894531,63.91999816894531,185,0.0,0.0
2025-01-16 00:00:00+05:30,64.26000213623047,67.0,64.26000213623047,64.58999633789062,64.58999633789062,482,0.0,0.0
2025-01-17 00:00:00+05:30,65.77999877929688,66.98999786376953,64.0,64.9000015258789,64.9000015258789,1180,0.0,0.0
2025-01-20 00:00:00+05:30,66.0,67.98999786376953,66.0,67.0,67.0,33,0.0,0.0
2025-01-21 00:00:00+05:30,65.30999755859375,67.98999786376953,65.30999755859375,65.87000274658203,65.87000274658203,404,0.0,0.0
2025-01-22 00:00:00+05:30,66.55000305175781,66.55000305175781,64.0,64.5,64.5,232,0.0,0.0
2025-01-23 00:00:00+05:30,64.5,67.94000244140625,64.5,66.9800033569336,66.9800033569336,108,0.0,0.0
2025-01-24 00:00:00+05:30,65.0,66.94999694824219,65.0,65.0199966430664,65.0199966430664,202,0.0,0.0
2025-01-27 00:00:00+05:30,65.66999816894531,65.66999816894531,60.0099983215332,63.59000015258789,63.59000015258789,799,0.0,0.0
